UID,Name of Industrial Estate,District,Name of allootte Unit,Plot Number,Sector,Area at the time of allotment in Sq. Mtr.,Area at the time of Possession in Sq. Mtr.,Geometric Area,Constitution of Organization (Limited,Nature of Project,Proposed Product,PCB Category,Plot Status ,Proposed Investment (in cr.),Proposed Employment at time of allotment,Employment UK,email ID,Contact Number,Date of Allotment,Lease Deed,Lease Deed Date,Possession,Possession Date,Comment,Plot Status Date,Occupancy Certificate,Time Extension1,Time Extension1 Date,Time Extension Last,Time Extension Last Date,Land Use,Land Cost (per sq.m.),Maintenance cost towards common services (cost paid),Ref. No. - Layout Plan Approval from SIDA,Ref. No.- Building Plan Approval from SIDA,Whether industry is through FDI,Registration for SSI / EM1 / EM2 / UAM / IEM / SIA (Please select any one option),SSI / EM1 / EM2 / UAM / IEM / SIA,Subsidy From State Govt (Nil in case of No Subsidy) (in cr.),Policy under which the unit is established,Provide the name of Other Policy,NIC 5 Digit Code (as per NIC Code 2008),Women Entrepreneur,Electricity Connection,Electricity Supplier,Backup Electricity,Diesel Generator,CETP Connection,Water Connectiopn,Source of Water ,Time of Water Supply,Solid Waste Collection ,Time of Solid Waste Collection,Solar Panel,Rain Water Hasrvesting,Parking,Energy efficient fixtures,Energy Management Systems,Incubation Centre Provided,Warehouse ,Green Building,Gas Pipeline,Fire Extinguishing System,OH&S,Regulatory Authority (Property),Property Tax Payable,Regulatory AuthorityWater,Water Tax Payable,Regulatory Authority Environmental,Environmentall/Pollution Tax Payable,Total Tax payable (Rs.),Expenditure of Industry (p.a.)(Rs.),Revenue from Plots (p.a.)(Rs.),Permanent Male Employees,Permanent Female Employees,Permanent Total Employees,Contractual Male Employees,Contractual Female Employees,Contractual Total Employees,Differentally Abbled Employee,Skilled Male Employees,Skilled Female Employees,Skilled Total Employees,Semi-Skilled Male Employees,Semi-Skilled Female Employees,Semi-Skilled Total Employees,Unskilled Male Employees,Unskilled Female Employees,Unskilled Total Employees,Local Resident Male Employees,Local Resident Female Employees,Local Resident Total Employees,"Programme for skill training of employees. (Programme name, number of people trained, Month and Year of training","Harassment Prevention and Redressal (Harassment redressal team,","Sexual harassment redressal team, transport provision for women)","Community Dialogue (Website, Media Release, News Bulletin, Social Media, Other)","Community services such as drinking water supply, water harvesting, health camps etc.","Outreach activities: CSR Activities/ Clean up drives, health camp, public service activities etc.",Pollution Clearance,Date of pollution clearance taken by industry,Date of expiry of pollution clearance,Type of Emission,Air pollution- emission quality data,Reduction of Emission-Measures taken and compliance for air pollution control,"Air pollution monitoring system (online and offline monitoring, lab facilities, data display","facilities, data reporting systems )",Noise pollution data (as per regulatory authority),Whether EIA needed and done?,ISO Certification,"Green Building Certification IGBC, BREEA, LEED, DGNB)",Pre-assessment for Gold Rating,"Design of building (Passive Design, Building Orientation)",Record of major trees within plot,Any green measures taken up by industry,Incentives/ grants for greening industry/ resource efficiency etc.,Any National/ International Certification,(Mention Year of Certification),Property Tax payable (in Rs.),Regulatory Authority(property)
BD1_1_D6,SIDC Bhadrabad Site I,Haridwar,Mahalaxmi Concast Pvt. Ltd.,D6,1,2181.41,,2861.18,Proprietor,Export Oriented,,N.A,In Production,,,0,,,1-Jan-00,,27-May-06,,,,,,,,,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_D7,SIDC Bhadrabad Site I,Haridwar,M/S VEE NEE AUTOMANU .PVT. LTD.,D7,1,2106,2106,1975.01,Company Pvt. Ltd.,Other,Auto Parts Packing & Cabeling,Orange,Others,2.4,90,40,haridward7@virtechnique.com,01334-2142,25-Aug-98,Yes,26-Dec-09,Yes,23-Feb-10,production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_D8,SIDC Bhadrabad Site I,Haridwar,M/S VEEKEY SURGICAL P. LTD.,D8,1,1834,1834,2359.8,Company Pvt. Ltd.,Other,Disposable Syrings Needles etc.,Orange,Others,0.3,25,15,-,9837387446,10-Jan-92,Yes,17-Apr-04,Yes,17-Aug-04,production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_D9,SIDC Bhadrabad Site I,Haridwar,SH SUDHIR SHARMA,D9,1,1896,1896,2643.01,Proprietor,Other,"water fitting, plumbing fittings, MCI fittings, sanitary fittings, door & window fittings etc.",Green,Others,0.4,25,0,kritikaindustries@yahoo.com,1122041512,19-Sep-95,Yes,14-Jun-04,Yes,27-Aug-04,Persently in Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E1,SIDC Bhadrabad Site I,Haridwar,M/S SAINI ENTERPRISES,E1,1,1329.97,1329.97,1245.33,Proprietor,Other,"All kind of Machining Job, Fabricators, Contractor & Suppliers",Orange,Others,0.9,15,-,-,1334232663,12-Oct-88,Yes,18-Dec-90,Yes,17-Feb-90,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E10,SIDC Bhadrabad Site I,Haridwar,M/S G. K. BURMAN & HARBAL P. LTD.,E10,1,1032,1032,2002.12,Company Pvt. Ltd.,Other,Herbal & Cosmetic Items,Green,Others,0.23,20,-,himgange_herbal@yahoo.co.in,01334-3215,28-Mar-90,Yes,3-Mar-04,Yes,31-Mar-04,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E11,SIDC Bhadrabad Site I,Haridwar,M/S G. K BURMAN & HARBAL P. LTD.,E11,1,800,,627.546,Proprietor,Export Oriented,,N.A,In Production,,,0,,,1-Jan-00,,,,,,,,,,,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E12,SIDC Bhadrabad Site I,Haridwar,MIS G K. BURMAN & HARBAL P. LTD.,E12,1,800,,671.627,Proprietor,Export Oriented,,N.A,In Production,,,0,,,1-Jan-00,,,,,,,,,,,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E124,SIDC Bhadrabad Site I,Haridwar,SH. MANOHAR LAL KAPIL,E124,1,740,740,490.586,Proprietor,Other,Edible Oil,Green,Others,0.08,8,-,-,-,17-Dec-94,Yes,28-Apr-04,Yes,13-Dec-95,Closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E125,SIDC Bhadrabad Site I,Haridwar,SH. ARPIT AGRAWAL,E125,1,864,864,511.533,Proprietor,Other,Cosmetic Packaging,Green,Alloted,0.95,30,-,0,0,22-Oct-08,Yes,26-Dec-08,Yes,26-Dec-08,,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E126,SIDC Bhadrabad Site I,Haridwar,SH GHANSHYAM DASS,E126,1,1000,1000,823.873,Proprietor,Export Oriented,Hardware Fittings,Orange,Others,0.4,11,-,-,-,20-Jan-97,Yes,20-Dec-05,Yes,27-Jan-06,production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E127,SIDC Bhadrabad Site I,Haridwar,M/S VIKAS SOAP INDUSTRIES,E127,1,1138,1138,667.521,Partnership,Other,"Toilet Soap, Washing Soap & Detergent Powder",Orange,Others,0.55,15,-,-,-,18-Dec-92,Yes,1-Apr-06,No,,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E128,SIDC Bhadrabad Site I,Haridwar,M S VIKAS SOAP INDUSTRIES,E128,1,1305,1305,995.301,Partnership,Other,"Toilet Soap, Washing Soap & Detergent Powder",Orange,Others,0.55,15,-,-,9411111691,18-Dec-92,Yes,1-Apr-06,Yes,6-Nov-06,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E-129,SIDC Bhadrabad Site I,Haridwar,Tiwari Pharma,E-129,1,2104.5,2104.5,1101.78,Proprietor,Pharmaceuticals,Electrical parts,Orange,In Production,2.6,100,0,0,133432295,31-Jan-06,Yes,27-Feb-06,Yes,7-Mar-06,,11-Apr-06,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E13,SIDC Bhadrabad Site I,Haridwar,MIS G. K. BURMAN & HARBAL P. LTD.,E13,1,800,,640.895,Proprietor,Export Oriented,,N.A,In Production,,,0,,,1-Jan-00,,,,,,,,,,,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E14,SIDC Bhadrabad Site I,Haridwar,M/S G. K. BURMAN & HARBAL P. LTD.,E14,1,800,,1205.36,Proprietor,Export Oriented,,N.A,In Production,,,0,,,1-Jan-00,,,,,,,,,,,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E15,SIDC Bhadrabad Site I,Haridwar,Sh. Raj Singh (HUF),E15,1,800,800,560.415,HUF,Auto & Auto Components,Chamber Body,RED,Others,0.33,5,-,0,0,18-Jul-90,Yes,15-Sep-15,No,,As on date Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E16,SIDC Bhadrabad Site I,Haridwar,M/S KUMAR OIL MILL,E16,1,800,800,604.649,Partnership,Other,Edible Oil,Orange,Others,0.03,6,-,-,1334250383,5-Nov-84,Yes,10-Dec-84,Yes,10-Dec-84,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E17,SIDC Bhadrabad Site I,Haridwar,SH RAMESH C. AGRAVVAL,E17,1,1278,-,1364.85,Proprietor,Other,Cosmetic Packing Work,Green,Others,0.47,30,-,-,-,24-Apr-85,Yes,14-Mar-07,No,,Closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E-18,SIDC Bhadrabad Site I,Haridwar,IM/S VINCO SERVICES,E-18,1,800,800,1046.99,Proprietor,Electrical Equipment,Electronics Equipment,Orange,Others,0.31,7,0,vincoindia@gmail.com,9811087070,22-Nov-05,Yes,15-Feb-06,No,,closed as on date,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E19,SIDC Bhadrabad Site I,Haridwar,SH. HIMANSHU KUMAR JAIN,E19,1,800,800,1062.79,Proprietor,Other,PP caps,Green,In Production,0.8,4,2,munisuvratnath2016@gmail.com,7310962193,11-Oct-84,Yes,11-May-92,Yes,11-May-92,,11-Oct-85,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E2,SIDC Bhadrabad Site I,Haridwar,SH SURAJ BHAN,E2,1,785,785,784.7,Proprietor,Other,Battery Dry Cells,Orange,Others,0.46,17,-,-,1334235410,15-Feb-88,Yes,15-Jun-06,Yes,31-Mar-04,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E20,SIDC Bhadrabad Site I,Haridwar,SH S K CHAUHAN,E20,1,800,800,1010.23,Proprietor,Other,Fiber Glass Sheet & Articles,Orange,Others,0.08,9,-,-,01334-2349,20-Feb-88,Yes,10-Mar-04,Yes,9-May-02,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E21,SIDC Bhadrabad Site I,Haridwar,Engineering Enterprises,E21,1,800,800,1006.05,Proprietor,Engineering Activities,Fibre Moulded and Machined Components,Orange,Others,0.48,10,8,galaxy_insulation@gmail,7060101979,25-Jan-06,Yes,22-Mar-06,No,,rented,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E22,SIDC Bhadrabad Site I,Haridwar,M/S KUNDAN CARE PRO. LTD.,E22,1,800,800,1007.9,Company Public Ltd.,Other,Cosmetic Products,Green,Others,1.34,41,-,info@jolenindia.com,9720102952,14-Mar-86,Yes,31-Mar-06,No,,Closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E23,SIDC Bhadrabad Site I,Haridwar,SH. SADH INDUSTRIES,E23,1,800,800,1009.65,Proprietor,Other,Herbal Cosmetics,Green,Others,0.08,8,-,-,-,23-Jul-96,Yes,17-Jan-04,Yes,15-Sep-04,Closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E24,SIDC Bhadrabad Site I,Haridwar,KAPIL YADAV,E24,1,800,800,1010.02,Proprietor,Other,"Grill, Grill Window, Channels & Allied Works",Orange,Others,0.27,8,-,-,9873634312,28-Dec-88,Yes,20-Oct-11,Yes,30-Nov-11,Unit Closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E25,SIDC Bhadrabad Site I,Haridwar,SH. NILESH SHAH,E25,1,800,800,1014.07,Proprietor,Export Oriented,Ayurvedic Medicine & herbal Cosmetics,Green,Others,0.0148,5,0,0,0,31-Dec-99,Yes,28-Mar-04,Yes,28-Mar-04,Persently in Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E26,SIDC Bhadrabad Site I,Haridwar,SH NILESH SHAH,E26,1,800,800,1013.37,Proprietor,Other,Ayurvedic Medicine & Herbal Cosmetics,Green,Others,0.0418,5,-,-,-,31-Dec-99,Yes,27-Mar-04,Yes,27-Mar-04,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E27,SIDC Bhadrabad Site I,Haridwar,SH. JEET SANGHERA,E27,1,800,800,1017.52,Proprietor,Other,Heat Exchanger,Orange,Others,0.17,6,-,national1968@gmail.com,9012521237,7-Nov-84,Yes,25-Mar-04,No,,Closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E28,SIDC Bhadrabad Site I,Haridwar,SH. JEET SANGHERA,E28,1,1397,1397,2158.61,Proprietor,Electrical Equipment,Electrical Equipments & Appliances,Orange,Others,0.24,16,-,national1968@gmail.com,9012521237,20-Dec-88,Yes,25-Jul-97,Yes,15-May-89,Closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E29,SIDC Bhadrabad Site I,Haridwar,M/S A P RUBBER INDUSTRIES,E29,1,1596,1596,1945.5,Partnership,Other,Crumb Rubber,Orange,Others,0.45,12,-,"arvindaprubber@yahoo.com, arvindaprubber@live.com",9837473436,2-Jan-85,Yes,17-Dec-04,No,,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E3,SIDC Bhadrabad Site I,Haridwar,SH. NITIN JAIN,E3,1,793,793,1101.59,Proprietor,Other,Handmade Paper,Green,Others,0.1,20,-,jainpolypackagingsolution@yahoo.com,9719006483,15-Dec-88,Yes,24-Mar-04,Yes,14-Nov-00,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E-30,SIDC Bhadrabad Site I,Haridwar,A S Tech,E-30,1,992,992,1268.75,Company Pvt. Ltd.,Import substitute,Electrical Products,Orange,In Production,2.47,52,0,0,1334239907,10-Apr-07,Yes,17-Apr-07,Yes,18-Apr-07,,11-Apr-07,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E31,SIDC Bhadrabad Site I,Haridwar,M/s Mod Automobiles Pvt. Ltd.,E31,1,961,961,998.143,Company Pvt. Ltd.,Auto & Auto Components,Automobile Components,Orange,In Production,3.84,35,25,q.c.mapl@yahoomail.com,9810268818,11-Mar-85,Yes,7-Jan-10,Yes,7-Jan-10,Production,12-Apr-10,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E32,SIDC Bhadrabad Site I,Haridwar,"M/S SHALIMAR CHEM., WORKS",E32,1,932,932,865.444,Company Public Ltd.,Other,"Ayurvedic Medicines, Coconut Oil",Green,In Production,3.75,50,-,"corporate@scwl-india.com, scwl.kol@vsnl.net",3324793166,2-Jan-85,Yes,5-Nov-09,Yes,28-Nov-09,,30-Nov-09,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E-33,SIDC Bhadrabad Site I,Haridwar,Hari Om Industries,E-33,1,903,903,836.686,Proprietor,PVC,CFL and Floursent Tube Light,Orange,In Production,1.27,20,0,0,0,15-Jan-09,Yes,5-Dec-09,Yes,7-Jan-10,,4-Nov-09,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E34,SIDC Bhadrabad Site I,Haridwar,M/S GANGA FLOOR MILL,E34,1,872,872,871.952,Partnership,Other,Flour,Orange,Others,0.06,5,-,-,1334330995,2-May-94,Yes,7-Nov-94,Yes,7-May-94,Closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E35,SIDC Bhadrabad Site I,Haridwar,M/S RAYALE OIL PRODUCTS,E35,1,841,841,886.204,Partnership,Other,Botteling of Industrial Gases,Orange,Others,1.75,15,-,royaleairproducts@yahoo.co.in,9219415599,21-Mar-85,Yes,17-Jan-08,No,,production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E36,SIDC Bhadrabad Site I,Haridwar,Excellent Coatings,E36,1,812,812,880.543,Govt. Department,Export Oriented,Industrial Machining Components & Parts,Green,Others,0.61,47,0,anant@sarvodaya.net,1202720720,22-Nov-05,Yes,9-Jan-06,Yes,9-Jan-06,As on date closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E37,SIDC Bhadrabad Site I,Haridwar,M/S MADHUR INDUSTRIES,E37,1,782,782,801.622,Partnership,Export Oriented,C.F.L.,Orange,Others,-,-,-,-,-,25-Jun-94,Yes,22-Mar-10,Yes,26-Mar-10,production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E38,SIDC Bhadrabad Site I,Haridwar,M/S SARASHWAT ENTERPRISES,E38,1,752,752,746.574,Partnership,Other,Ice Cream Cones,Green,Others,0.2,10,-,-,9219715023,15-Dec-88,Yes,21-May-09,Yes,23-Jun-09,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E39,SIDC Bhadrabad Site I,Haridwar,M S TECHNOCHEM EQEP. MAN. P. LTD.,E39,1,720,720,747.422,Company Pvt. Ltd.,Other,Transformer Machinery & Equipments and their parts,Orange,Others,1.4,90,-,"tep@sarvodaya.net, technochem@sarvodaya.net",1202720720,24-Sep-86,Yes,1-Oct-07,Yes,4-Dec-07,Closed,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E4,SIDC Bhadrabad Site I,Haridwar,SH SURENDER K. GUNIYANI,E4,1,800,800,834.216,Proprietor,Electrical Equipment,Electrical Goods,Green,In Production,2.38,17,-,-,9811228715,28-Mar-87,Yes,14-Mar-07,No,,,1-Feb-07,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E40,SIDC Bhadrabad Site I,Haridwar,M/S ASSO. ELECTRICALS (GZB)P. LTD.,E40,1,1115,1115,1081.65,Company Pvt. Ltd.,Electrical Equipment,Transformers,Orange,In Production,0.8,20,-,transformers@associatedelectricals.com,1334230384,5-Nov-84,Yes,10-Sep-04,Yes,15-Sep-04,,1-Oct-04,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E41,SIDC Bhadrabad Site I,Haridwar,M/S METAL AIDS,E41,1,805,805,1083.38,Partnership,Other,Foundry Fluxes,Orange,Others,0.08,18,-,info@metalaids.com,9719324365,23-Mar-88,Yes,14-Jun-88,Yes,18-May-88,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E42,SIDC Bhadrabad Site I,Haridwar,M/S METAL AIDS (Shri Sanjay Jain),E42,1,800,800,1614.49,Partnership,Other,"Foundry Fluxes, Boards & Allied Products",Orange,Others,0.56,20,-,"metalaids@vsnl.com, info@metalaids.com",1334230245,14-May-87,Yes,29-Mar-04,Yes,15-Sep-04,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E43,SIDC Bhadrabad Site I,Haridwar,M/S SHIVALIK FABRICATION,E43,1,800,800,1101.22,Proprietor,Other,Steel Furniture,Orange,Others,0.06,7,-,-,9410370201,14-May-87,No,,Yes,19-Jul-87,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E44,SIDC Bhadrabad Site I,Haridwar,MADHUR INDUSTRIES,E44,1,800,800,975.541,Partnership,Other,C.F.L.,Green,Others,0.88,32,-,-,-,13-Mar-95,Yes,22-Mar-10,Yes,26-Mar-10,Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E45,SIDC Bhadrabad Site I,Haridwar,SMT. AASHI GUPTA,E45,1,800,800,1605.92,Proprietor,Other,Foundry Fluxes,Orange,Others,21.5,15,10,0,0,15-Oct-04,Yes,28-Jan-05,Yes,6-Feb-05,As on date Production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1_1_E46,SIDC Bhadrabad Site I,Haridwar,Mountain Valley Spring India Pvt. Ltd.,E46,1,800,800,1049.85,Company Pvt. Ltd.,Other,Cosmetic Products,Orange,Others,80,12,-,inquiries@forestessentialsindia.com,0120-42575,5-Sep-98,Yes,2-Jun-07,Yes,18-Jun-07,production,,No,No,,No,,Plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
